ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value
1644437540895	009b5cb25d2646520800b9ffffcb0000020500f40a00880e008810003b13009b1500391700e818008f1a00ef1b00401d00861e00aa1f00aa20009e21009422007a2300432400092500c625005b2600ed26008d2700152800962800242900ac29001a2a005f2a009e2a00f62a00452b006e2b008f2b00c92b00022c00322c005b2c00772c00882c00b12c005f2d00b82e005d2f00aa2d005d2b005d2b008f2c00c22c007c2c008d2c008d2c005b2c004a2c00432c001f2c00f62b00e52b00c92b008d2b00622b00432b00132b00e82a00ba2a00882a005f2a00322a00f62900c929009e2900	1644437540987	70	1644437540238	95	98
1644437541429	000641187f26465208005f2900282900f12800a528006228001c2800c22700642700072700962600392600ef2500732500e32400942400512400f62300ac23006b2300212300d222008d2200372200de21009e2100532100002100b820006e20001f2000d91f008d1f00321f00e31e009e1e00511e00071e00bd1d00691d00181d00d21c008d1c004a1c00001c00ac1b00621b001f1b00d51a008f1a00511a00091a00bd19006e1900241900e81800b518007718003b18000e1800c11700671700321700f816009916004316000e1600d71500941500511500151500d51400b814002d1500	1644437541913	69	1644437540250	94	98
1644437542110	00d5e97da026465208003416005616005114002612003712000c1300d012006e12006e1200321200d71100b511008f11005311002f1100041100c910009e10007c10004f1000261000041000d90f00b30f00940f00720f00510f00340f00150f00f40e00d90e00b30e00860e005b0e00280e00f10d00b30d006b0d00210d00e00c00a00c005f0c002b0c00f80b00c90b00a70b00830b005d0b003b0b001c0b00000b00e50a00c90a00a90a00880a006b0a004f0a002d0a00100a00f40900d20900b10900920900720900560900370900170900fb0800de0800c40800a908008f0800770800	1644437542888	67	1644437540258	92	98
1644437542553	00dc09e4c126465208005a08003e0800210800090800f60700de0700bf0700a707008d07006e07005a07004a07002f07001a07000c0700f60600e30600d20600b506009906008806007c06006606005106003b06002b0600210600230600210600070600e30500d00500c105009d05007c05006e05006205004e05003e0500320500230500150500260500bf0500e306002b0700690500810300b50300a204009404005604007a04008104005d04005304005804004a04003b04003904003704002f04002804002f04002604000b04000704000b04000904001304001504000904000e0400	1644437543913	67	1644437540262	89	98
1644437543136	0047ee49e326465208001a04000b0400f10300ef0300f10300de0300cd0300c103009403005d0300320300070300de0200cb0200c80200b502009902009b0200a202008802007702009402008a02005f02005302007002008102006902004e02005a02006202005102004502002b02000e02001a02002d0200260200150200fb0100f60100150200020200dc0100f60100000200e30100ec0100ec0100c10100c80100e50100cd0100ae0100bf0100c80100ae0100ac0100b801009d0100910100a90100a001008801008801008a01007701007201008501008501008301007a01005a0100	1644437544934	67	1644437540266	85	98
1644437543673	00b0d2af0427465208005d01008501007701004c01005f01006e01005801005f01006401004c01003b01004c01004e01002f01001f01002d01003201002601002b01003401003e01004501003901001f01001f01001f0100040100ef0000f80000000100fb0000f40000f80000fd00005101005a02004e03006b02004700009cffff830000ec0000b80000c80000e80000d40000d20000e00000dc0000d70000de0000e50000e50000e50000ea0000f60000fb0000f60000f600000001000b01001701002101002801002d01003701004701004a0100400100390100340100280100130100	1644437545910	68	1644437540269	81	98
1644437544254	001db715262746520800fb0000e00000bf00009d00008800007700006400005800004e00004500004500005100005800005800005800005a00005d00005d00005f00005f00006200005f00005a00005800005d00005d00005600005300005300005600005300005300005600005300005100005300005800005800005300004e00004e00005300005800005f00006e00007e00007c00006b00006600006e00006600004e00003b00003700003e00004500004700004500004200004500007a00005d0100a902007c0200370000affeff78ffff5a0000340000260000580000510000420000	1644437546885	67	1644437540272	76	98
1644437544791	00889b7b4727465208005600005a00005a00006900007000006b00007200007e00008300008a0000960000990000940000990000a50000b30000c60000d20000dc0000e30000e80000ea0000e50000d70000bf0000a20000830000620000400000230000100000000000f5fffff5fffff5fffff0ffffedfffff0fffff0fffff7fffffefffffeffff000000000000fcffff000000070000070000070000070000020000000000000000000000020000020000feffff0000000700000900000900000900000200000000000700000b00000900000b00001500001000000b0000130000170000	1644437547907	68	1644437540275	72	98
1644437545424	00f37fe16827465208001700001a00002600003b00004a00003e00002d00002b00002800001500000700000200000400000700000700000700000900000e00001300005f0000620100810200e80100aaffffaffeffa1ffff2d0000ebfffff2ffff2100001300000b00001f00002600002600002f00003400002d00003200003e00004700004c00004e00005300006200007200007c0000830000940000a20000a90000ae0000bd0000bd0000a90000a50000a200008800006b00005300002d00000b0000fcffffedffffd5ffffceffffd1ffffc9ffffc7ffffd1ffffdaffffddffffdfffff	1644437548884	68	1644437540277	67	98
1644437545912	005e64478a2746520800e6ffffebffffe1ffffdfffffe4ffffebfffff5ffffe6ffffd3ffffe9fffffcfffff0ffffe1ffffd8ffffd1ffffe9ffff040000f2ffffceffffd1ffffddffffddffffebfffff5fffff2fffff0fffffeffff1500001c0000e9ffffadffffd8ffff000000edfffffeffff0e0000f7ffffedfffff9ffff0200000700000900000b0000070000f7ffff0700002800002100001f00003400002f00001700001c00002b00000b0000f0fffffeffff130000150000020000feffff150000130000280000ef00002102002f0200750000f9feff54ffff0e0000f2ffffd3ffff	1644437549908	69	1644437540286	63	98
1644437546447	00c948adab2746520800070000040000edffff020000070000040000130000100000040000fefffffeffff0e00002100001f00001a00002b00003700003400004200005300005300005f00007500007700007700008300008100006400004c00004500003400001a0000feffffdfffffccffffbbffffadffffafffffb9ffffadffffadffffbeffffb2ffffadffffc9ffffd5ffffc5ffffc5ffffceffffceffffc5ffffc2ffffc9ffffc2ffffc2ffffceffffc9ffffbeffffc0ffffccffffceffffccffffd1ffffd1ffffd3ffffceffffccffffd1ffffceffffc9ffffd3ffffdaffffdaffff	1644437550883	70	1644437540298	59	98
1644437547032	00342d13cd2746520800ddffffe6fffff2ffff0400000b0000f7ffffe4ffffe9ffffedffffe6ffffe1ffffd8ffffccffffccffffd5ffffc9ffffc2ffffceffffd3ffff090000e80000090200cb0100e4ffffadfeff46ffffe9ffffc0ffffafffffdaffffdaffffd3ffffe4fffff0fffff0fffff9ffff0400000b00000b00001300001c00002300002800003200003b00004700005100005a00006b00007a00007e00008500008d00008d00008d00008800007c00006400004500002b00000e0000f5ffffe1ffffd1ffffc5ffffc2ffffc9ffffceffffd1ffffd3ffffdaffffe4ffffe6ffff	1644437551905	70	1644437540311	56	98
1644437547619	007d2579ee2746520800e9ffffedffffedffffebffffebffffedffffe9ffffe1ffffd1ffffc7ffffc7ffffccffffd1ffffd3ffffceffffccffffd1ffffd1ffffccffffceffffd1ffffd1ffffd1ffffd3ffffddffffdfffffd8ffffd1ffffd3ffffd8ffffd5ffffd1ffffd3ffffd5ffffd8ffffddffffe1ffffebfffff9ffff090000100000020000f9fffffcfffff9ffffe9ffffdaffffdaffffe4ffffe9ffffe4ffffe1ffffe9fffff0ffff280000090100450200090200d3ffff57feff18fffffcffffdaffffc9ffff000000feffffedffff0000000b00000900000e0000150000170000	1644437552881	71	1644437540321	54	98
