ECGTimestamps	ECGString	HRTimestamps	HRvalue	OXYTimestamps	PPGvalue	SpO2value
1644914371104	002fb5c794cb435208001000001000001000001a00001500000200000e00003700009b0000a50100f40200190300380100e5feffa6feffc1fffff4ffffbffffffcffff1800000000001000001f00001800002400003700003700003700003a00003f00004b00005700005c00005900005400005e0000790000910000a20000bd0000d50000eb00000d0100270100310100380100380100200100f40000b100005e0000180000e6ffffc9ffffbdffffbdffffc1ffffc6ffffc9ffffcbffffd7ffffe6ffffedfffff2fffff7fffff7fffff7ffff0000000c00000900000700001300001d0000	1644914371055	69	1644914370544	44	97
1644914371643	0080bd34b6cb435208001d00001d00001a00001300001500001a00001d0000150000020000f9ffff0900001800001300001500001800001500001800001d00001f00002100002400002400002100002600002600001f00001800001300001500002400002400001a00001f00002900002e00002b00002400001f00001f00002600002400002100002400002100001d00001f00001f0000240000320000460000ae0000cc01001b0300380300440100e2feffb4feffcefffff2ffffc4ffff020000100000feffff1300002400002100002900003000003500003a00004100004b0000500000	1644914372138	69	1644914370555	42	97
1644914372229	00f7b1a1d7cb435208005200005c00006800007100007b00007e00007e00009b0000bd0000d00000ed00000a01001b01002701003101002c0100160100eb0000a400005000000c0000e8ffffd2ffffc1ffffc4ffffcbffffcbffffd2ffffdcffffe1ffffe8fffff2fffff7fffff9ffff0000000200000900001300001500001500001a00001d00001f00002100002100001f00001f00001a00001500001a00001f00001d00001a00001800001a00001f00002100002100002400002600002900002900002900002900002b00003000003200003200003500003000002b00002b00002e0000	1644914373037	69	1644914370567	41	97
1644914372814	006aa60ef9cb435208002e00002e00002900002900002b00002e00003000003000002100000c00000c00000e0000fcfffff7ffff0200000000000400001000001300000e00001300001d00002900003c00009800009c0100f702005c0300a8010018ffff9afeffc1ffff040000c1fffffeffff2400000900001300002600001f00002400003500003a00003700003a00004300005000005900006300006800006a00007b00009100009d0000ae0000c40000da0000f900001601002701003601003d0100360100310100160100da00008c0000430000100000f7ffffe6ffffd7ffffd5ffff	1644914374030	69	1644914370579	40	97
1644914373355	00dd9a7b1acc43520800dcffffdfffffe3ffffedffffebffffe3ffffe8fffff2fffff7fffffeffff040000000000f2fffff4ffff0700000900000700000c00000900000700000e00001300001000000c00001300001500001500001000001300001800001300001000001a00001f00001d00001a00001800001800001d00001d00001d00001d00002100002400002100001d00001f00002100001a00001000001800002600003000003000002b00001f00001800001800001500000c00000c00001500001000000c00001300001300001500002b00007100003301007602003f03002d0200	1644914375022	69	1644914370590	38	97
1644914373896	00508fe83bcc435208009dffff62feff54fffff9ffffb5ffffd2ffff150000040000f7fffffefffffcffff0900001d00002100002100002600003200003a00004100004d00005700005900006300007900008a00009d0000b50000ce0000e800000501002001003101003801003b01003101000d0100d50000910000430000000000dcffffc9ffffbdffffc1ffffc6ffffc6ffffceffffdcffffe3ffffe6ffffebfffff0fffff4fffff4fffff7ffff0000000200000400000e00001000000e00001000000e00000200000400000c00000400000000000900000e00000c00000c00000e0000	1644914376057	69	1644914370600	37	97
1644914374489	00c383555dcc435208001000001300001a00001d00001a0000130000070000feffff0700001300001a00001d00001500000900001000001300001000001000000e00001000001800001a00001a00001500001500001f00002b0000740000640100b502002c0300c3010052ffff7cfeff85fffffeffffbdffffe8ffff1500000000000400001d00001d00002100002600002400002900003200003500004100004d00005200005900005e00006800006f00007e0000960000b10000c60000e800000d01002301002f01003301002f0100200100fe0000ba00006800001d0000e6ffffc9ffff	1644914377044	69	1644914370611	36	97
1644914375021	003478c27ecc43520800c1ffffc1ffffc1ffffbfffffbfffffceffffdaffffdfffffe1ffffd7ffffceffffdffffff2fffff2fffff9fffffefffffcffff0200000c00000e00000e00000900000900001000001300001300001300000e00000c00001300001800001a00001a00001800001300001000000e00001500001800001300001800002100001f00001f00002100001f00001f00002100001500001300001a00001a00001800001f00001f00001500001800002100002b00003000002e00002400001a00001a00001f00001d00001500001500000e00000700001300001d0000240000	1644914378036	69	1644914370612	34	97
1644914375607	00ab6c2fa0cc435208003000006500002c01008902006b0300740200ceffff4efeff32fffff7ffffb5ffffc6ffff040000f4fffff0ffff0e00001500001300001f00002600002900003000003700003c00004100004800004d0000520000610000740000800000910000ac0000c20000df0000f900000d01001b0100270100270100190100f70000c900008a0000410000070000e3ffffd0ffffc6ffffc6ffffcbffffd0ffffd5ffffdcffffe1ffffe8fffff0fffff2fffff4fffff4fffff7ffff0200000900000900000e00000e00000e0000130000150000130000130000130000130000	1644914379024	68	1644914370623	33	97
1644914376145	00a4119cc1cc435208001800001800001300001500001500001500001a00001a0000150000130000020000feffff0e00001300000e00001000001300000e00000c00001000001500001800001800001800001d00002400002b00002b00001f00001800001800001a00001800000900000200001300001a00001500001800001a00001a00002b00005e00001901007602006b03007d0200d7ffff62feff46fffff7ffffb3ffffc9ffff070000f7fffff2ffff0900000e00000e00001a00002400002400002900002e00003200003c00004600004d00005200005e00006f0000820000960000	1644914380104	69	1644914370633	32	97
